,0
163.0,40.052852698783816
164.0,40.002118919422614
165.0,40.448365214504946
166.0,40.086268817665506
167.0,40.022305770153274
168.0,40.20932862315382
169.0,0.0
170.0,0.0
171.0,0.0
172.0,0.0
173.0,0.0
174.0,0.0
175.0,0.0
176.0,0.0
177.0,0.0
178.0,0.0
179.0,0.0
180.0,0.0
181.0,0.0
182.0,0.0
183.0,0.0
184.0,0.0
185.0,0.0
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,0.0
207.0,0.0
208.0,0.0
209.0,99.84624067106073
210.0,99.45312557434166
211.0,99.37461305224828
212.0,99.46234032693928
213.0,99.37948090517897
214.0,99.431128971567
215.0,99.27590839182044
216.0,99.40983031264163
217.0,99.74492956089101
218.0,99.36763664394921
219.0,40.14135230058768
220.0,40.07048347267354
221.0,40.09879542052535
222.0,40.15760170776673
223.0,40.02660866810576
224.0,40.114886486342066
225.0,40.42790396320503
226.0,40.09639488215312
227.0,40.02694698891989
228.0,40.18332977066789
229.0,40.16147356485768
230.0,40.119762724196015
231.0,40.29125141639169
232.0,40.3901571168332
233.0,40.01669980081483
234.0,40.486627768002656
235.0,40.20492542436177
236.0,40.12858071723964
237.0,40.128577991053625
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,0.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,99.29787184768884
279.0,99.64507667691984
280.0,98.97118393685989
281.0,98.94941582153437
282.0,99.04713834669113
283.0,99.26071266128469
284.0,99.01351340483393
285.0,40.43126883443506
286.0,40.040617385467506
287.0,40.64462776585775
288.0,40.18735945328619
289.0,40.4194668585433
290.0,40.14757298454538
291.0,40.09611032299435
292.0,40.05347548341779
293.0,40.258639012108965
294.0,40.20558170660301
295.0,40.12412473083225
296.0,40.05484351200924
297.0,40.15936139991352
298.0,40.82934326994731
299.0,40.46028085080244
300.0,40.01303377095973
301.0,40.01242723378388
302.0,40.08960170235612
303.0,40.066204919966786
304.0,40.79981943904429
305.0,40.16955556831061
306.0,40.07392481786621
307.0,0.0
308.0,0.0
309.0,0.0
310.0,0.0
311.0,0.0
312.0,0.0
313.0,0.0
314.0,0.0
315.0,0.0
316.0,0.0
317.0,0.0
318.0,0.0
319.0,0.0
320.0,0.0
321.0,0.0
322.0,0.0
323.0,0.0
324.0,0.0
325.0,0.0
326.0,0.0
327.0,0.0
328.0,0.0
329.0,0.0
330.0,0.0
331.0,0.0
332.0,0.0
333.0,0.0
334.0,0.0
335.0,0.0
336.0,0.0
337.0,0.0
338.0,0.0
339.0,0.0
340.0,0.0
341.0,0.0
342.0,0.0
343.0,0.0
344.0,0.0
345.0,0.0
346.0,0.0
347.0,100.01193413418929
348.0,100.13524050641334
349.0,100.89565023608988
350.0,100.91438423825237
351.0,100.07209928922714
352.0,100.01100320176596
353.0,100.16703186214271
354.0,100.01200879656326
355.0,100.18296366458112
356.0,100.18217107271737
357.0,100.12447701705528
358.0,100.0692364048944
359.0,100.09374417990837
360.0,100.00064860864944
361.0,100.03918633843752
362.0,100.10896852929656
363.0,100.03560194522537
364.0,100.00633621970415
365.0,100.07450803131685
366.0,100.11159195255216
367.0,100.0385177711117
368.0,100.0468097988153
369.0,100.47216060059255
370.0,100.04200035302256
371.0,100.20942533001589
372.0,100.34650907275419
373.0,100.25065592661088
374.0,100.04699479120522
375.0,100.10894139004131
376.0,100.0477793964422
377.0,0.0
378.0,0.0
379.0,0.0
380.0,0.0
381.0,0.0
382.0,0.0
383.0,0.0
384.0,0.0
385.0,0.0
386.0,0.0
387.0,0.0
388.0,0.0
389.0,0.0
390.0,0.0
391.0,0.0
392.0,0.0
393.0,0.0
394.0,0.0
395.0,0.0
396.0,0.0
397.0,0.0
398.0,0.0
399.0,0.0
400.0,0.0
401.0,0.0
402.0,0.0
403.0,0.0
404.0,0.0
405.0,0.0
406.0,0.0
407.0,0.0
408.0,0.0
409.0,0.0
410.0,0.0
411.0,0.0
412.0,0.0
413.0,0.0
414.0,0.0
415.0,0.0
416.0,0.0
417.0,81.5140179528501
418.0,81.57921838941161
419.0,81.4868678614973
420.0,81.47144915413979
421.0,82.02877645116268
422.0,81.59091120855066
423.0,81.49006646725675
424.0,40.14024948853465
425.0,40.32488679999343
426.0,40.34549363200703
427.0,40.18131327683371
428.0,40.04974448121022
429.0,40.16635527384852
430.0,40.0390367847527
431.0,40.64363776839249
432.0,40.196923754677925
433.0,40.00850360562768
434.0,40.26423134449592
435.0,40.00878549274378
436.0,40.085374217282116
437.0,40.741868876127484
438.0,40.232529840149304
439.0,40.23698916664867
440.0,40.04856924168138
441.0,40.27579323420975
442.0,40.02593768712282
443.0,40.54129124508457
444.0,40.05983319976422
445.0,40.05521418932212
446.0,0.0
447.0,0.0
448.0,0.0
449.0,0.0
450.0,0.0
451.0,0.0
452.0,0.0
453.0,0.0
454.0,0.0
455.0,0.0
456.0,0.0
457.0,0.0
458.0,0.0
459.0,0.0
460.0,0.0
461.0,0.0
462.0,0.0
463.0,0.0
464.0,0.0
465.0,0.0
466.0,0.0
467.0,0.0
468.0,0.0
469.0,0.0
470.0,0.0
471.0,0.0
472.0,0.0
473.0,0.0
474.0,0.0
475.0,0.0
476.0,0.0
477.0,0.0
478.0,0.0
479.0,0.0
480.0,0.0
481.0,0.0
482.0,0.0
483.0,0.0
484.0,0.0
485.0,0.0
486.0,100.12857634187213
487.0,100.08640378853191
488.0,100.50550855593505
489.0,100.24055057715485
490.0,100.04860145535974
491.0,100.00382224329924
492.0,100.29249098650843
493.0,100.08616317297589
494.0,100.3197972380409
495.0,100.05939718177565
496.0,100.00751045809399
497.0,40.14570645937592
498.0,40.79725186084911
499.0,40.140611378665994
500.0,40.07566134230857
501.0,40.02639435884539
502.0,40.01191330455244
503.0,40.361318128971824
504.0,40.012752177527936
505.0,40.45041038608487
506.0,40.084435954017486
507.0,40.692374779793404
508.0,40.211650061413394
509.0,40.12363872499705
510.0,40.21071836208207
511.0,40.84080536738226
512.0,40.16864668542945
513.0,40.20871223128292
514.0,40.08736583189409
515.0,0.0
516.0,0.0
517.0,0.0
518.0,0.0
519.0,0.0
520.0,0.0
521.0,0.0
522.0,0.0
523.0,0.0
524.0,0.0
525.0,0.0
526.0,0.0
527.0,0.0
528.0,0.0
529.0,0.0
530.0,0.0
531.0,0.0
532.0,0.0
533.0,0.0
534.0,0.0
535.0,0.0
536.0,0.0
537.0,0.0
538.0,0.0
539.0,0.0
540.0,0.0
541.0,0.0
542.0,0.0
543.0,0.0
544.0,0.0
545.0,0.0
546.0,0.0
547.0,0.0
548.0,0.0
549.0,0.0
550.0,0.0
551.0,0.0
552.0,0.0
553.0,0.0
554.0,0.0
555.0,100.33827746956318
556.0,100.0728152668295
557.0,100.15282150823505
558.0,100.06683267600886
559.0,100.6299577848381
560.0,100.33004446235326
561.0,100.26142938945588
562.0,100.36739175393373
563.0,100.49767623922095
564.0,100.1668862746149
565.0,100.10782366631986
566.0,100.07046339730041
567.0,100.36269349460473
568.0,100.02541176483092
569.0,100.23105607037722
570.0,100.12473840789241
571.0,100.31303958016979
572.0,100.08400743775503
573.0,100.03056285983273
574.0,100.16837057904698
575.0,100.00637727427531
576.0,100.11608089196879
577.0,100.09627432325485
578.0,100.23877779341429
579.0,100.73579012915627
580.0,100.00477778531662
581.0,100.00137954592633
582.0,100.01648188701316
583.0,100.19046722303248
584.0,100.3904200604689
585.0,0.0
586.0,0.0
587.0,0.0
588.0,0.0
589.0,0.0
590.0,0.0
591.0,0.0
592.0,0.0
593.0,0.0
594.0,0.0
595.0,0.0
596.0,0.0
597.0,0.0
598.0,0.0
599.0,0.0
600.0,0.0
601.0,0.0
602.0,0.0
603.0,0.0
604.0,0.0
605.0,0.0
606.0,0.0
607.0,0.0
608.0,0.0
609.0,0.0
610.0,0.0
611.0,0.0
612.0,0.0
613.0,0.0
614.0,0.0
615.0,0.0
616.0,0.0
617.0,0.0
618.0,0.0
619.0,0.0
620.0,0.0
621.0,0.0
622.0,0.0
623.0,0.0
624.0,0.0
625.0,100.22208737591554
626.0,100.00112399735391
627.0,100.02337948595297
628.0,100.09868260030206
629.0,101.29097495248689
630.0,100.36958048399539
631.0,100.01310362030414
632.0,100.11176541050844
633.0,100.03408202494293
634.0,100.50037988044082
635.0,100.29887080419027
636.0,100.1295325637595
637.0,100.2927908329222
638.0,100.01420136091292
639.0,100.08056776269615
640.0,100.40709496398199
641.0,100.52512884500884
642.0,100.36293821435041
643.0,100.77725462417862
644.0,100.0235342136074
645.0,100.03606810254168
646.0,100.04761179612406
647.0,100.49611487088985
648.0,100.25875875751434
649.0,100.20695578215022
650.0,100.5250839169819
651.0,100.22768475673823
652.0,100.07569095839871
653.0,100.02384041461833
654.0,100.126994165104
655.0,0.0
656.0,0.0
657.0,0.0
658.0,0.0
659.0,0.0
660.0,0.0
661.0,0.0
662.0,0.0
663.0,0.0
664.0,0.0
665.0,0.0
666.0,0.0
667.0,0.0
668.0,0.0
669.0,0.0
670.0,0.0
671.0,0.0
672.0,0.0
673.0,0.0
674.0,0.0
675.0,0.0
676.0,0.0
677.0,0.0
678.0,0.0
679.0,0.0
680.0,0.0
681.0,0.0
682.0,0.0
683.0,0.0
684.0,0.0
685.0,0.0
686.0,0.0
687.0,0.0
688.0,0.0
689.0,0.0
690.0,0.0
691.0,0.0
692.0,0.0
693.0,0.0
694.0,0.0
695.0,100.04759569645736
696.0,100.16632063419739
697.0,100.60178248539617
698.0,100.16736527449262
699.0,100.60314006255533
700.0,100.13697378244011
701.0,100.16760584536809
702.0,100.05644474381255
703.0,100.3286617231954
704.0,100.29834276935404
705.0,100.47907322037942
706.0,100.02473726743571
707.0,100.05486758529449
708.0,100.16909809070633
709.0,100.05506286754202
710.0,100.21455688193164
711.0,100.07318991728692
712.0,100.18337434311489
713.0,100.14225552456251
714.0,100.16688186799203
715.0,100.21782494843195
716.0,100.14713168226713
717.0,100.1700298175959
718.0,100.07969891317168
719.0,100.0368699002093
720.0,101.04420228142111
721.0,100.34121252015528
722.0,100.32945001163606
723.0,100.43384273445027
724.0,100.22873370299682
725.0,0.0
726.0,0.0
727.0,0.0
728.0,0.0
729.0,0.0
730.0,0.0
731.0,0.0
732.0,0.0
733.0,0.0
734.0,0.0
735.0,0.0
736.0,0.0
737.0,0.0
738.0,0.0
739.0,0.0
740.0,0.0
741.0,0.0
742.0,0.0
743.0,0.0
744.0,0.0
745.0,0.0
746.0,0.0
747.0,0.0
748.0,0.0
749.0,0.0
750.0,0.0
751.0,0.0
752.0,0.0
753.0,0.0
754.0,0.0
755.0,0.0
756.0,0.0
757.0,0.0
758.0,0.0
759.0,0.0
760.0,0.0
761.0,0.0
762.0,0.0
763.0,0.0
764.0,0.0
765.0,87.42075955553524
766.0,87.5837851426994
767.0,87.55493864904973
768.0,40.71432766729754
769.0,40.6622068137247
770.0,40.252024175333815
771.0,40.07667572504127
772.0,40.1807841549538
773.0,40.12848936830439
774.0,40.198124298074504
775.0,40.25283842524708
776.0,40.02666129597315
777.0,40.045887084310735
778.0,40.47279717531919
779.0,40.13614373699106
780.0,40.56466750925543
781.0,40.102702508130804
782.0,40.08386599053997
783.0,40.093917746078056
784.0,40.25597739980286
785.0,40.021873815473334
786.0,40.82271368698152
787.0,40.268769697640074
788.0,40.167377818605324
789.0,40.04953025050655
790.0,40.51600785307522
791.0,40.120937309675696
792.0,40.1654447227976
793.0,40.12701119039965
794.0,0.0
795.0,0.0
796.0,0.0
797.0,0.0
798.0,0.0
799.0,0.0
800.0,0.0
801.0,0.0
802.0,0.0
803.0,0.0
804.0,0.0
805.0,0.0
806.0,0.0
807.0,0.0
808.0,0.0
809.0,0.0
810.0,0.0
811.0,0.0
812.0,0.0
813.0,0.0
814.0,0.0
815.0,0.0
816.0,0.0
817.0,0.0
818.0,0.0
819.0,0.0
820.0,0.0
821.0,0.0
822.0,0.0
823.0,0.0
824.0,0.0
825.0,0.0
826.0,0.0
827.0,0.0
828.0,0.0
829.0,0.0
830.0,0.0
831.0,0.0
832.0,0.0
833.0,0.0
834.0,95.78453531532234
835.0,95.95425626455472
836.0,96.13567921938326
837.0,95.78013537509825
838.0,96.30195351480002
839.0,95.728914897582
840.0,95.96434856279839
841.0,95.94521655187984
842.0,95.7795891824246
843.0,95.90574120944233
844.0,40.35677876354934
845.0,40.05695383591506
846.0,40.12378776290222
847.0,40.08551331170525
848.0,40.22249585979576
849.0,40.06006637892911
850.0,40.39899015082963
851.0,40.172041188257836
852.0,40.107957409541854
853.0,40.033493819380006
854.0,40.32809605435649
855.0,40.01569375818813
856.0,40.01954367916287
857.0,40.2788464981399
858.0,40.22132373295238
859.0,40.07594810772471
860.0,40.238447438016514
861.0,40.033465156292564
862.0,40.22314561384098
863.0,0.0
864.0,0.0
865.0,0.0
866.0,0.0
867.0,0.0
868.0,0.0
869.0,0.0
870.0,0.0
871.0,0.0
872.0,0.0
873.0,0.0
874.0,0.0
875.0,0.0
876.0,0.0
877.0,0.0
878.0,0.0
879.0,0.0
880.0,0.0
881.0,0.0
882.0,0.0
883.0,0.0
884.0,0.0
885.0,0.0
886.0,0.0
887.0,0.0
888.0,0.0
889.0,0.0
890.0,0.0
891.0,0.0
892.0,0.0
893.0,0.0
894.0,0.0
895.0,0.0
896.0,0.0
897.0,0.0
898.0,0.0
899.0,0.0
900.0,0.0
901.0,0.0
902.0,0.0
903.0,96.06167584724004
904.0,95.8034534698134
905.0,95.80151852822385
906.0,96.01492015262527
907.0,96.11682023680224
908.0,95.8813408952171
909.0,96.34296271099974
910.0,95.78490990800508
911.0,40.06076129268371
912.0,40.05681218261994
913.0,40.31658314026685
914.0,40.18481845854386
915.0,40.12382824859156
916.0,40.05147696920258
917.0,40.02364708821505
918.0,40.087775630479605
919.0,40.201669897627454
920.0,40.00719746132059
921.0,40.06141468425096
922.0,40.16963629281246
923.0,40.13442103839121
924.0,40.43449773711543
925.0,40.19336496126941
926.0,40.55677964106974
927.0,40.369410609122504
928.0,40.03740329514071
929.0,40.37895521727903
930.0,40.07927518134746
931.0,40.07511628475122
932.0,0.0
933.0,0.0
934.0,0.0
935.0,0.0
936.0,0.0
937.0,0.0
938.0,0.0
939.0,0.0
940.0,0.0
941.0,0.0
942.0,0.0
943.0,0.0
944.0,0.0
945.0,0.0
946.0,0.0
947.0,0.0
948.0,0.0
949.0,0.0
950.0,0.0
951.0,0.0
952.0,0.0
953.0,0.0
954.0,0.0
955.0,0.0
956.0,0.0
957.0,0.0
958.0,0.0
959.0,0.0
960.0,0.0
961.0,0.0
962.0,0.0
963.0,0.0
964.0,0.0
965.0,0.0
966.0,0.0
967.0,0.0
968.0,0.0
969.0,0.0
970.0,0.0
971.0,0.0
